label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,pt_d,u_newsCatInterestsST,u_refreshTimes,u_feedLifeCycle
1,3,2,11,415,2,19,6,30,228,1505,7,33422,19818,8,1036,4,40,1,312,43,18,10.0,202206060818,0,0,15
1,7,2,26,380,4,31,3,21,298,2177,7,33155,13759,8,1628,5,50,1,162,47,14,10.0,202206030747,1,3,15
1,3,2,23,160,2,11,8,29,109,2032,7,14734,19020,3,1592,5,28,1,257,49,17,10.0,202206071212,0,9,17
1,4,2,36,350,2,31,3,20,346,2032,7,29356,13266,8,1220,4,58,1,280,49,23,0.0,202206070751,0,0,17
1,5,2,20,282,5,34,7,20,217,2401,4,28401,16658,7,1391,3,21,1,213,18,23,0.0,202206051129,0,0,15
1,7,2,29,127,2,15,6,20,257,1524,7,11923,21714,8,1060,4,38,1,344,20,13,10.0,202206070935,0,5,11
1,3,4,45,371,5,16,5,11,353,2503,7,31941,21695,8,1036,4,17,1,312,43,18,10.0,202206031022,0,0,13
1,5,3,42,195,2,32,6,20,229,2117,7,27310,19192,8,1036,4,62,1,312,43,18,10.0,202206080709,0,0,11
1,8,2,13,433,2,31,3,20,346,2117,7,12537,19270,8,1730,4,35,1,344,20,13,10.0,202206050150,0,0,15
1,2,2,17,184,4,31,3,20,122,2032,6,30034,22585,3,1234,4,13,1,191,51,16,10.0,202206030919,1,1,11
1,6,4,33,319,3,27,2,11,278,1558,6,20464,16715,8,1041,5,17,1,246,47,14,10.0,202206051023,0,0,11
1,9,2,20,282,5,23,6,18,156,2401,4,31845,21996,3,1356,5,34,1,309,20,13,10.0,202206040355,0,0,11
1,3,2,29,155,2,32,6,19,312,2519,7,10769,23247,10,1877,4,16,1,309,20,13,10.0,202206060734,0,4,17
1,2,3,27,162,5,16,5,35,324,2401,7,14795,11258,8,1005,4,26,1,309,20,13,10.0,202206090746,0,9,17
1,5,2,29,109,2,16,5,21,127,2401,3,22987,12189,8,1280,4,35,1,350,39,15,10.0,202206040112,0,0,11
1,7,3,33,319,3,33,4,28,246,1076,7,22295,10073,8,1189,4,28,1,152,49,17,10.0,202206080527,0,3,17
1,5,2,17,373,4,30,3,28,278,1555,7,24075,13817,8,2035,4,50,1,168,43,18,10.0,202206071012,0,3,17
1,3,2,27,162,5,30,3,13,272,2485,7,20964,19878,10,1647,4,16,1,168,43,18,10.0,202206061047,0,6,11
1,7,2,18,101,2,34,7,21,304,1186,7,16739,22703,3,1654,4,12,1,210,31,27,10.0,202206090359,0,9,17
1,3,2,11,156,4,17,4,30,328,1505,7,21493,15213,8,1036,4,47,1,312,43,18,10.0,202206061123,0,3,11
1,9,2,18,409,2,11,8,36,299,2117,7,20651,12834,8,1833,5,25,1,176,26,20,10.0,202206080751,0,5,17
1,3,2,46,206,2,32,6,14,131,2469,7,27265,12066,8,1698,5,38,1,162,47,14,10.0,202206070944,0,4,17
1,8,2,16,212,5,16,5,19,124,2117,7,15603,16509,8,1535,4,40,1,168,43,18,10.0,202206031012,1,0,16
1,7,2,14,222,2,11,8,17,140,2117,4,14548,22627,8,1833,5,35,1,176,26,20,10.0,202206040128,1,0,15
1,3,2,20,167,2,16,5,11,107,1654,7,31913,13312,8,1558,4,17,1,298,49,17,10.0,202206041056,0,7,17
1,5,2,46,354,2,16,5,21,127,2438,7,35250,20294,8,1036,4,12,1,312,43,18,10.0,202206050753,0,5,17
1,6,4,33,319,3,27,2,11,123,2397,7,22280,23294,8,1518,4,22,1,114,43,18,10.0,202206050418,1,0,11
1,6,4,33,319,3,27,2,11,310,2361,7,14552,12633,8,1098,4,67,1,206,12,29,10.0,202206080615,0,5,17
1,3,2,21,220,5,16,5,11,176,2117,7,18800,17828,8,1036,4,36,1,312,43,18,10.0,202206050555,0,4,11
1,5,2,46,354,2,11,8,32,301,2438,7,34721,12708,5,1672,3,67,1,357,19,18,10.0,202206070625,0,6,17
1,5,2,46,354,2,16,5,21,127,2401,3,15539,15589,8,1690,5,26,1,213,18,23,0.0,202206030323,0,4,17
1,7,2,41,412,2,32,6,20,229,1656,7,25955,13824,8,1898,5,67,1,162,47,14,10.0,202206060236,0,9,17
1,6,4,33,319,3,27,2,11,117,1555,4,21886,13720,5,1296,3,42,1,213,18,23,0.0,202206030901,0,7,17
1,5,2,45,311,2,16,5,20,202,2117,7,16054,23567,8,1036,4,54,1,312,43,18,10.0,202206060407,0,2,17
1,3,2,12,125,4,15,6,16,290,1505,7,24457,21280,8,2066,4,64,1,114,43,18,10.0,202206030212,1,0,11
1,5,2,19,240,4,11,8,32,301,2401,7,10250,10945,8,1220,4,25,1,280,49,17,10.0,202206081139,0,6,17
1,3,2,16,258,2,32,6,32,187,2401,7,15303,16464,8,1183,5,62,1,190,47,14,10.0,202206081018,0,0,15
1,7,2,16,310,2,31,3,20,346,2032,7,12204,20099,8,1493,5,13,1,350,39,15,10.0,202206051158,0,8,17
1,5,2,16,212,5,17,4,31,208,1565,7,10463,22701,8,1106,5,38,1,240,12,29,10.0,202206030809,0,5,17
1,5,2,29,207,4,34,7,20,153,1815,7,29996,18524,8,1518,4,52,1,114,43,18,10.0,202206030907,0,4,11
1,8,2,19,199,4,31,3,21,210,1100,7,27550,17067,8,1332,4,17,1,271,39,15,10.0,202206040304,0,5,13
1,5,2,23,262,4,17,4,20,139,2541,7,11327,12367,10,1569,4,14,1,301,47,14,10.0,202206091142,0,2,11
1,5,2,46,219,2,34,7,20,153,1815,7,25537,20093,8,1036,4,26,1,312,43,18,10.0,202206090618,0,1,17
1,7,2,28,263,4,23,6,28,245,2153,6,21885,20996,8,1301,5,17,1,162,47,14,10.0,202206071032,1,0,16
1,6,4,33,319,3,27,2,11,344,2032,7,17926,19601,8,1036,4,17,1,312,43,18,10.0,202206050920,0,0,11
1,3,2,20,167,2,16,5,13,168,2117,7,11939,22784,8,1036,4,54,1,312,43,18,10.0,202206070916,0,0,11
1,2,2,31,166,2,11,8,32,216,2401,7,12537,19270,8,1730,4,35,1,344,20,13,10.0,202206031109,0,0,15
1,6,4,33,319,3,27,2,11,278,2217,6,23150,15920,4,1236,3,17,1,213,18,23,0.0,202206090412,0,9,17
1,5,2,46,206,2,32,6,20,222,1555,7,31913,13312,8,1558,4,47,1,298,49,17,10.0,202206030218,1,0,16
1,7,2,20,328,5,16,5,21,181,2401,3,33096,22727,8,1800,5,54,1,199,49,17,10.0,202206040921,0,4,11
1,5,2,21,200,4,19,6,30,228,2438,7,34382,11752,10,2066,4,16,1,114,43,18,10.0,202206091009,1,0,15
1,5,2,24,431,5,31,3,21,210,2177,3,17932,12434,8,2057,5,22,1,141,14,17,10.0,202206081019,0,0,11
1,8,2,45,256,2,32,6,32,323,2401,7,29412,15308,8,1036,4,62,1,312,43,18,10.0,202206040739,0,0,11
1,5,2,17,283,4,30,3,13,194,1919,7,36344,19738,8,1535,4,13,1,168,43,18,10.0,202206070402,0,0,12
1,4,2,46,354,2,32,6,32,187,2401,7,22719,17754,8,1518,4,35,1,114,43,18,10.0,202206090854,0,4,17
1,5,2,32,179,5,30,3,35,123,1433,7,15061,13673,8,1532,4,13,1,168,43,18,10.0,202206050127,1,0,10
1,8,2,20,224,2,31,3,21,151,2383,7,13507,22345,8,2035,4,17,1,168,43,18,10.0,202206030626,0,5,17
1,3,3,16,226,2,30,3,33,194,1497,7,15801,10620,8,2066,4,17,1,114,43,18,10.0,202206040204,0,6,17
1,5,2,21,232,2,19,6,30,228,1505,7,18837,22511,6,1669,4,46,1,344,20,13,10.0,202206050621,1,2,17
1,3,4,20,383,2,14,6,23,357,2469,6,10463,22701,8,1106,5,38,1,240,12,29,10.0,202206050421,0,4,17
1,7,2,32,387,2,16,5,13,168,2032,6,23416,11700,5,1231,3,38,1,213,18,23,0.0,202206060514,0,0,15
1,5,2,20,328,5,34,7,21,200,2401,4,13589,18772,8,1060,4,54,1,344,20,13,10.0,202206071202,0,0,12
1,2,3,26,380,4,16,5,35,321,2401,7,36052,14582,5,1759,4,53,1,346,30,28,10.0,202206060415,0,9,17
1,7,2,34,378,2,30,3,35,319,2117,7,11587,22990,7,1920,3,22,1,213,18,23,0.0,202206061139,0,4,17
1,9,2,16,128,2,15,6,16,290,1565,7,33607,16714,8,1518,4,67,1,114,43,18,10.0,202206090142,0,9,17
1,5,2,39,429,5,34,7,20,137,2117,7,36061,19235,8,2035,4,20,1,168,43,18,10.0,202206030834,0,8,17
1,3,2,45,153,2,34,7,20,322,2103,7,23458,10593,8,1542,4,38,1,152,49,17,10.0,202206081046,0,2,17
1,3,2,20,296,4,16,5,13,292,1891,7,21422,13254,8,1291,4,54,1,168,43,18,10.0,202206070904,0,0,17
1,3,2,20,441,2,11,8,29,109,2117,7,34403,14516,8,1637,4,25,1,152,49,17,10.0,202206080753,0,3,17
1,3,2,25,121,2,17,4,30,328,1186,7,25912,22799,8,1306,5,38,1,199,49,17,10.0,202206060428,0,5,15
1,2,2,19,151,4,33,4,34,246,2117,4,23823,11129,8,1492,5,35,1,162,47,14,10.0,202206050419,1,0,11
1,2,2,46,354,2,16,5,13,168,2117,7,34041,13608,8,1036,4,54,1,312,43,18,10.0,202206051033,1,0,11
1,3,2,33,319,3,31,3,11,193,2205,6,11314,14729,10,1982,5,30,1,240,12,29,10.0,202206041030,0,9,17
1,5,2,21,251,2,31,3,20,346,2117,7,32098,15486,8,1726,4,22,1,346,30,28,10.0,202206071224,1,0,11
1,7,2,16,310,2,16,5,20,334,2032,6,22827,21749,8,1314,5,12,1,246,47,14,10.0,202206050317,0,9,17
1,3,2,16,426,2,17,4,30,287,2401,7,31469,23515,8,1189,4,58,1,152,49,17,10.0,202206061141,0,4,11
1,3,2,46,333,2,30,3,28,278,1555,7,13088,18985,8,1290,4,31,1,346,30,28,10.0,202206040439,0,2,17
1,7,2,17,215,4,16,5,20,202,2117,7,35700,10327,8,1031,5,35,1,141,14,17,10.0,202206030455,0,7,17
1,2,2,29,207,4,23,6,28,356,2117,7,17125,20124,8,1569,4,34,1,301,47,14,10.0,202206060916,0,5,17
1,5,2,46,354,2,30,3,35,319,2117,7,20072,13082,8,1220,4,50,1,280,49,17,10.0,202206050943,0,3,17
1,2,2,16,210,2,16,5,21,170,2401,7,13589,18772,8,1060,4,54,1,344,20,13,10.0,202206090826,1,0,15
1,3,2,20,217,2,24,2,23,305,1603,7,10519,20995,8,1669,4,40,1,344,20,13,10.0,202206040331,0,3,17
1,5,2,41,135,5,19,6,30,228,1505,7,32912,21923,8,1858,5,57,1,190,47,14,10.0,202206071207,0,4,17
1,7,2,13,347,2,11,8,36,299,2032,7,15589,17944,8,1779,4,28,1,312,43,18,10.0,202206090911,0,0,15
1,6,4,33,319,3,27,2,11,122,2117,7,31941,21695,8,1036,4,31,1,312,43,18,10.0,202206040605,0,2,17
1,5,3,16,120,4,34,7,20,217,2401,4,33709,11035,8,1812,5,64,1,350,39,15,10.0,202206031012,0,0,15
1,8,2,20,282,5,32,6,20,229,2117,7,33789,14818,8,1211,4,35,1,306,27,14,10.0,202206051130,0,0,17
1,8,2,46,354,2,30,3,28,263,2117,7,34227,23444,8,1220,4,22,1,280,49,23,0.0,202206050622,0,3,17
1,3,2,16,310,2,34,7,20,137,2117,7,19113,14567,6,1633,5,46,1,162,47,14,10.0,202206071006,1,0,17
1,6,4,33,319,3,27,2,11,346,2117,4,26452,22532,2,1524,3,22,1,213,18,23,0.0,202206040546,1,0,15
1,7,2,17,215,4,31,3,21,210,2177,3,35086,15748,8,2057,5,59,1,141,14,17,10.0,202206031018,0,9,17
1,7,2,20,372,5,11,8,29,337,1881,7,15061,13673,8,1532,4,34,1,168,43,18,10.0,202206060407,0,0,15
1,3,2,21,220,5,19,6,30,228,1505,7,13343,12764,6,1669,4,46,1,344,20,13,10.0,202206091042,0,4,17
1,6,4,33,319,3,27,2,11,324,2401,3,14908,15604,8,1215,5,35,1,121,47,14,10.0,202206090653,0,2,17
1,7,2,21,434,5,30,3,28,117,1263,7,26917,17672,10,1142,4,16,1,240,12,29,10.0,202206030604,0,5,17
1,2,2,21,220,5,31,3,20,248,2032,6,33420,10067,8,1223,5,58,1,162,47,14,10.0,202206090136,0,6,17
1,2,3,41,412,2,30,3,35,319,2032,6,34670,18462,8,2009,4,13,1,346,30,28,10.0,202206060859,1,5,17
1,3,3,13,103,2,34,7,19,260,2117,4,10353,10664,8,1077,4,42,1,352,19,18,10.0,202206090815,1,0,15
1,3,2,27,162,5,11,8,29,109,2032,7,21493,15213,8,1036,4,28,1,312,43,18,10.0,202206040523,1,4,17
1,3,4,34,216,2,14,6,23,357,2383,7,12115,11678,10,1982,5,30,1,240,12,29,10.0,202206030306,0,4,11
1,2,3,30,113,5,30,3,13,211,2397,3,21001,13421,8,1195,5,50,1,332,47,14,10.0,202206030859,0,5,17
1,2,2,18,386,2,32,6,32,323,2401,7,28456,19415,8,1914,5,63,1,190,47,14,10.0,202206060414,0,7,17
1,7,2,21,251,2,16,5,20,334,2117,4,27492,16661,8,1105,4,35,1,306,27,14,10.0,202206031117,0,0,17
1,3,2,17,184,4,30,3,11,247,2485,7,15787,18954,8,1380,4,13,1,298,49,17,10.0,202206050542,0,0,16
1,7,2,17,184,4,34,7,21,237,1505,4,20256,22424,2,1296,3,53,1,213,18,23,0.0,202206060548,0,6,17
1,3,2,20,372,5,11,8,23,242,1186,7,18874,16649,8,1961,5,58,1,162,47,14,10.0,202206090835,0,6,17
1,2,2,42,175,2,11,8,32,216,2401,7,32525,18722,8,1492,5,35,1,162,47,14,10.0,202206051237,1,0,15
1,3,3,30,113,5,30,3,35,123,1894,7,10632,14609,8,2006,5,17,1,350,39,15,10.0,202206030954,0,3,17
1,5,2,30,113,5,30,3,35,319,2117,7,27316,19178,3,1619,4,59,1,257,49,17,10.0,202206050938,0,4,17
1,8,2,19,199,4,34,7,20,217,2401,7,31941,21695,8,1036,4,62,1,312,43,18,10.0,202206051115,0,4,17
1,8,2,45,435,2,11,8,32,301,2401,7,12070,15771,7,1044,3,34,1,155,19,18,10.0,202206070137,0,7,17
1,3,2,20,441,2,30,3,28,278,2217,7,33167,10262,8,1005,4,17,1,309,20,13,10.0,202206040621,0,2,11
1,7,2,21,220,5,34,7,20,137,2117,4,19502,19904,8,1098,4,54,1,206,12,29,10.0,202206070633,1,3,12
1,5,2,22,142,2,34,7,20,313,1815,7,23523,16174,8,1037,4,54,1,327,12,29,10.0,202206050856,0,9,17
1,3,4,13,237,2,19,6,30,126,2401,7,26320,11526,8,1392,4,40,1,321,43,18,10.0,202206071052,0,0,11
1,5,2,13,273,2,17,4,20,139,1815,7,19427,15432,8,1036,4,34,1,312,43,18,10.0,202206070623,1,0,15
1,5,2,30,113,5,16,5,21,333,1269,7,17528,11216,8,1779,4,12,1,312,43,18,10.0,202206040600,0,0,11
1,3,4,20,372,5,24,2,23,311,1603,3,18874,16649,8,1961,5,40,1,162,47,14,10.0,202206060100,1,0,12
1,7,2,29,207,4,31,3,21,317,1264,7,12380,22973,8,1369,5,13,1,162,47,23,0.0,202206031127,0,8,17
1,5,2,34,393,4,36,2,21,116,2401,7,27019,12854,8,1611,4,35,1,372,20,13,10.0,202206030802,0,8,17
1,3,2,30,113,5,32,6,29,207,1153,6,25769,13578,10,1301,5,30,1,162,47,14,10.0,202206050807,0,6,17
1,3,2,18,324,2,11,8,32,204,2401,7,12655,18017,8,1036,4,34,1,312,43,18,10.0,202206070527,0,9,17
1,4,2,16,352,2,34,7,21,154,2401,7,17926,19601,8,1036,4,26,1,312,43,18,10.0,202206050456,0,7,17
1,8,2,17,215,4,16,5,19,164,2117,7,10519,20995,8,1669,4,47,1,344,20,13,10.0,202206040732,0,0,16
1,8,2,13,237,2,16,5,21,191,1171,7,14277,13852,8,1041,5,38,1,246,47,14,10.0,202206030124,0,6,17
1,8,2,31,166,2,16,5,20,202,2541,7,19910,19588,8,1058,5,38,1,190,47,14,10.0,202206030827,0,9,17
1,8,2,16,128,2,16,5,21,127,2438,6,12064,11530,8,1693,4,12,1,243,48,29,10.0,202206060843,0,5,17
1,2,2,32,179,5,16,5,21,296,1469,6,16046,22074,8,1038,5,12,1,162,47,14,10.0,202206081007,0,4,17
1,7,2,46,247,2,16,5,21,333,1656,6,24105,22504,8,1687,5,65,1,190,47,14,10.0,202206070105,0,2,17
1,5,2,16,212,5,16,5,21,206,2401,7,28031,11381,5,2066,4,53,1,114,43,18,10.0,202206070422,0,0,11
1,7,2,14,396,2,16,5,19,199,2117,7,35898,15879,6,1798,4,46,1,250,49,17,10.0,202206040347,1,0,16
1,2,2,19,240,4,30,3,28,278,1555,7,27588,16615,8,1837,4,32,1,152,49,23,0.0,202206041225,0,7,17
1,3,2,20,282,5,19,6,30,228,1505,4,17125,20124,8,1569,4,40,1,301,47,14,10.0,202206060428,0,0,13
1,2,3,29,207,4,16,5,35,220,2231,4,23795,23526,8,1719,4,54,1,317,39,15,10.0,202206080957,0,6,17
1,3,2,30,113,5,11,8,32,216,2401,7,29996,18524,8,1518,4,34,1,114,43,18,10.0,202206031125,0,0,11
1,8,2,18,297,5,34,7,19,224,2117,4,23735,10326,8,1922,5,40,1,257,49,17,10.0,202206080322,0,0,16
1,5,2,26,252,2,30,3,28,344,2117,4,15684,18556,5,1411,3,22,1,213,18,23,0.0,202206071207,0,0,15
1,3,2,16,310,2,17,4,30,328,1186,7,31941,21695,8,1036,4,38,1,312,43,18,10.0,202206051058,0,0,10
1,2,3,17,343,5,31,3,20,346,2032,7,21571,23052,8,1336,5,17,1,246,47,14,10.0,202206070727,0,4,17
1,3,4,33,319,3,34,7,21,339,1505,7,23523,16174,8,1037,4,58,1,327,12,29,10.0,202206080816,1,0,12
1,3,4,33,319,3,20,6,19,190,1704,6,31517,18851,8,1220,4,38,1,280,49,17,10.0,202206080920,1,0,15
1,3,2,39,429,5,28,2,35,232,2206,7,36112,18030,8,1535,4,17,1,168,43,18,10.0,202206060337,0,0,16
1,7,2,25,121,2,16,5,20,334,2117,7,17071,18074,8,1666,5,52,1,190,47,14,10.0,202206071048,0,9,17
1,3,2,26,380,4,19,6,30,228,1505,7,34139,15969,8,1291,4,40,1,168,43,18,10.0,202206060806,1,0,11
1,3,2,45,435,2,14,6,30,228,1505,7,17324,13011,8,2035,4,54,1,168,43,18,10.0,202206040332,1,0,11
1,2,2,24,431,5,11,8,36,302,2117,4,29790,11103,8,2077,4,63,1,298,49,17,10.0,202206080319,0,6,17
1,2,2,19,151,4,30,3,28,278,2482,6,14584,17683,5,1236,3,65,1,213,18,23,0.0,202206070932,0,6,17
1,8,2,20,227,2,30,3,11,343,2353,4,21567,10585,8,1314,5,59,1,246,47,14,10.0,202206071139,0,4,17
1,8,2,19,115,2,11,8,32,226,2438,7,32062,18876,8,1232,4,28,1,301,47,14,10.0,202206030818,0,5,17
1,3,4,33,319,3,32,6,20,161,2146,7,34857,10272,8,1220,4,67,1,280,49,17,10.0,202206050909,0,4,17
1,6,4,33,319,3,27,2,11,248,2117,7,13884,13884,8,1482,4,35,1,257,49,17,10.0,202206090719,0,5,17
1,5,2,27,162,5,30,3,28,278,1555,7,10548,16749,8,1669,4,50,1,344,20,13,10.0,202206030157,1,7,17
1,8,2,39,429,5,32,6,20,222,1263,7,14404,20934,10,1731,4,16,1,301,47,14,10.0,202206061056,0,0,16
1,2,2,32,179,5,11,8,36,299,2541,7,15860,20802,8,1036,4,28,1,312,43,18,10.0,202206080440,0,0,15
1,6,4,33,319,3,27,2,11,351,2356,7,32383,11549,8,2035,4,17,1,168,43,18,10.0,202206070610,1,2,11
1,8,3,18,297,5,16,5,20,202,2032,6,30805,11507,8,1823,5,38,1,190,47,14,10.0,202206080755,0,9,17
1,3,4,18,386,2,31,3,13,210,1966,7,23090,17895,8,1592,5,13,1,257,49,17,10.0,202206040615,0,9,17
1,7,2,20,167,2,16,5,21,127,2401,7,11911,13930,8,1036,4,54,1,312,43,18,10.0,202206061222,1,0,13
1,5,2,39,429,5,32,6,20,161,1052,6,16396,15061,8,1454,4,67,1,106,39,15,10.0,202206050337,1,0,16
1,5,2,11,156,4,31,3,20,346,1102,7,10250,10945,8,1220,4,17,1,280,49,17,10.0,202206080106,1,0,11
1,5,2,30,113,5,31,3,21,210,2177,7,20464,16715,8,1041,5,50,1,246,47,14,10.0,202206040619,1,0,11
1,7,2,23,262,4,32,6,20,222,1839,6,15539,15589,8,1690,5,38,1,213,18,23,0.0,202206030235,0,7,17
1,2,2,11,169,2,16,5,20,220,2431,7,14734,19020,3,1592,5,38,1,257,49,17,10.0,202206030820,0,4,17
1,8,2,20,372,5,30,3,13,335,2482,7,25391,10807,7,1964,3,30,1,213,18,23,0.0,202206041157,0,4,17
1,5,2,34,278,5,34,7,20,217,1186,6,24720,19361,8,1454,4,12,1,106,39,15,10.0,202206060657,0,0,11
1,8,2,41,277,2,11,8,29,109,2117,7,17929,15471,3,1856,5,21,1,162,47,14,10.0,202206030838,0,6,17
1,5,2,41,135,5,31,3,20,346,2103,7,35143,14367,8,2066,4,13,1,114,43,18,10.0,202206081132,1,0,15
1,6,4,33,319,3,27,2,11,299,2541,7,24155,20092,3,1220,4,17,1,280,49,17,10.0,202206080905,0,9,17
1,8,2,23,416,2,17,4,30,328,1505,4,28621,15752,8,1203,4,40,1,162,47,14,10.0,202206070504,0,3,17
1,3,2,26,380,4,16,5,21,355,1186,6,14674,15171,8,1898,5,38,1,162,47,14,10.0,202206040545,0,5,17
1,7,2,41,304,2,16,5,21,183,1186,7,17039,10865,10,1323,4,16,1,321,43,18,10.0,202206041207,1,7,17
1,8,2,17,215,4,16,5,35,324,1186,6,18119,13975,4,1236,3,12,1,213,18,23,0.0,202206030546,0,5,17
1,5,2,39,429,5,21,4,30,125,1922,6,17693,11442,8,1361,5,17,1,240,12,29,10.0,202206061247,0,9,17
1,8,2,46,354,2,16,5,28,240,1171,7,19427,15432,8,1036,4,38,1,312,43,18,10.0,202206060757,1,0,16
1,3,2,41,106,2,34,7,21,339,1505,7,13457,18650,8,2066,4,40,1,114,43,18,10.0,202206060747,0,0,11
1,2,2,46,354,2,31,3,21,298,2177,4,17972,12977,8,2041,5,22,1,162,47,14,10.0,202206050852,1,0,15
1,7,2,19,240,4,31,3,20,122,2117,7,33863,16994,8,1363,5,22,1,317,39,15,10.0,202206030702,0,9,17
1,7,2,21,220,5,16,5,13,168,2032,7,15801,10620,8,2066,4,38,1,114,43,18,10.0,202206050610,0,0,11
1,5,2,20,170,4,23,6,28,356,2541,7,25104,20062,8,1753,5,28,1,325,26,20,10.0,202206060356,0,5,17
1,3,4,33,319,3,31,3,11,276,1332,7,30101,11493,8,1380,4,31,1,298,49,17,10.0,202206030451,0,5,17
1,4,2,11,156,4,16,5,21,206,2401,7,31941,21695,8,1036,4,58,1,312,43,18,10.0,202206081002,0,0,12
1,5,2,30,113,5,34,7,28,308,2117,4,23905,22525,8,1363,5,40,1,317,39,15,10.0,202206090724,1,0,16
1,5,2,20,372,5,34,7,21,200,1230,7,33599,16062,8,2066,4,12,1,114,43,18,10.0,202206070933,0,0,15
1,3,2,21,245,2,31,3,21,320,1048,7,11483,14699,8,1041,5,17,1,246,47,14,10.0,202206040838,0,4,17
1,3,2,21,291,4,11,8,23,242,2401,7,10445,21954,8,1611,4,35,1,372,20,13,10.0,202206040718,0,0,12
1,6,4,33,319,3,27,2,11,351,2117,7,10073,14447,5,1944,3,31,1,213,18,23,0.0,202206090739,1,3,11
1,8,2,32,179,5,21,4,12,310,2231,7,10653,13957,8,1036,4,21,1,312,43,18,10.0,202206091045,0,8,17
1,8,2,20,328,5,31,3,21,210,1966,7,29131,10301,4,1236,3,65,1,213,18,23,0.0,202206091057,0,6,17
1,8,2,11,156,4,17,4,31,208,2401,7,31634,20549,6,1569,4,46,1,301,47,14,10.0,202206060857,1,0,11
1,6,4,33,319,3,27,2,11,226,2401,3,10883,20924,8,1026,5,34,1,176,26,20,10.0,202206060639,0,0,17
1,3,3,21,220,5,32,6,29,207,2353,7,35850,15352,6,1694,5,46,1,332,47,14,10.0,202206040818,0,4,17
1,3,3,22,203,4,31,3,21,210,2177,4,20256,22424,2,1296,3,59,1,213,18,23,0.0,202206030437,0,5,17
1,7,2,30,113,5,34,7,21,162,1505,7,30157,10974,8,2066,4,21,1,114,43,18,10.0,202206090725,0,7,11
1,8,2,20,170,4,34,7,20,153,2541,7,10653,13957,8,1036,4,38,1,312,43,18,10.0,202206050610,0,1,15
1,2,2,21,313,4,31,3,20,346,2103,6,20216,22147,3,1692,5,17,1,325,26,20,10.0,202206080324,0,9,17
1,7,2,16,212,5,16,5,35,324,2469,6,30655,11016,8,1041,5,12,1,246,47,14,10.0,202206050216,0,7,11
1,3,2,19,115,2,23,6,18,156,2438,7,20896,12124,8,1669,4,28,1,344,20,13,10.0,202206030935,0,0,17
1,2,2,11,388,2,16,5,21,206,2401,7,31941,21695,8,1036,4,54,1,312,43,18,10.0,202206031022,1,0,11
1,8,2,16,210,2,16,5,19,164,2541,7,22808,14487,3,1114,5,38,1,162,47,14,10.0,202206030220,1,0,16
1,5,2,45,308,2,17,4,20,173,1044,7,34975,15769,10,1562,4,16,1,152,49,17,10.0,202206031208,0,4,17
1,2,2,21,313,4,21,4,30,338,1881,7,17020,17973,8,1036,4,34,1,312,43,18,10.0,202206030752,0,0,17
1,5,2,13,191,4,16,5,21,243,2401,7,35422,12785,5,1537,4,53,1,197,46,15,10.0,202206070157,0,2,17
1,3,2,20,372,5,11,8,29,109,2032,7,30966,22575,8,1244,5,28,1,106,39,15,10.0,202206040954,0,9,17
1,2,2,46,354,2,16,5,20,202,2032,7,34848,20207,10,1187,4,16,1,152,49,17,10.0,202206040643,0,8,14
1,4,2,45,319,3,16,5,19,164,2032,7,16068,13876,3,1234,4,12,1,191,51,16,10.0,202206050909,0,0,16
1,8,2,27,162,5,31,3,20,248,2117,7,22719,17754,8,1518,4,35,1,114,43,18,10.0,202206060749,0,8,17
1,8,3,26,341,2,32,6,32,187,1186,7,32551,21221,2,1913,3,28,1,213,18,23,0.0,202206060800,0,8,17
1,3,2,20,372,5,17,4,30,287,2401,7,26499,11783,8,1373,5,58,1,162,47,14,10.0,202206080716,0,9,17
1,6,4,33,319,3,27,2,11,272,1199,7,22244,11041,8,1211,4,35,1,306,27,14,10.0,202206081207,0,3,17
1,7,2,26,264,2,16,5,35,191,2431,7,10653,13957,8,1036,4,38,1,312,43,18,10.0,202206060803,0,0,16
1,7,2,45,319,3,21,4,16,349,2401,7,33257,13886,8,1036,4,62,1,312,43,18,10.0,202206050621,0,4,11
1,6,4,33,319,3,27,2,11,358,2032,6,25104,20062,8,1753,5,17,1,325,26,20,10.0,202206090255,0,9,17
1,3,2,44,209,2,30,3,13,211,1873,6,31686,13410,8,1690,5,13,1,101,19,18,10.0,202206080109,0,9,17
1,5,2,21,200,4,31,3,20,346,2117,7,22295,10073,8,1189,4,59,1,152,49,17,10.0,202206040750,0,1,15
1,3,2,16,426,2,34,7,21,200,2401,7,33425,12923,8,1311,4,54,1,157,49,17,10.0,202206040938,0,9,17
1,5,2,21,370,2,34,7,20,322,1815,4,24793,15740,8,1098,4,26,1,206,12,29,10.0,202206080653,0,4,17
1,3,2,46,354,2,30,3,13,194,1919,7,20964,19878,10,1647,4,16,1,168,43,18,10.0,202206070702,0,7,17
1,8,2,42,175,2,32,6,20,229,1656,7,33976,21964,10,1482,4,16,1,257,49,17,10.0,202206080707,0,2,11
1,8,2,41,304,2,28,2,20,316,2001,7,20380,11213,8,1005,4,44,1,309,20,13,10.0,202206050758,0,5,11
